landmark_0,landmark_1,landmark_2,landmark_3,landmark_4,landmark_5,landmark_6,landmark_7,landmark_8,landmark_9,landmark_10,landmark_11,landmark_12,landmark_13,landmark_14,landmark_15,landmark_16,landmark_17,landmark_18,landmark_19,landmark_20,landmark_21,landmark_22,landmark_23,landmark_24,landmark_25,landmark_26,landmark_27,landmark_28,landmark_29,landmark_30,landmark_31,landmark_32,landmark_33,landmark_34,landmark_35,landmark_36,landmark_37,landmark_38,landmark_39,landmark_40,landmark_41,landmark_42,landmark_43,landmark_44,landmark_45,landmark_46,landmark_47,landmark_48,landmark_49,landmark_50,landmark_51,landmark_52,landmark_53,landmark_54,landmark_55,landmark_56,landmark_57,landmark_58,landmark_59,landmark_60,landmark_61,landmark_62,landmark_63,landmark_64,landmark_65,landmark_66,landmark_67,landmark_68,landmark_69,landmark_70,landmark_71,landmark_72,landmark_73,pitch,yaw,roll
0.0,-0.01033101708560802,-0.00688734472373868,0.02754937889495472,0.030993051256824063,0.048211413066170765,-0.00688734472373868,-0.00688734472373868,-0.01033101708560802,-0.01377468944747736,-0.21006401407402975,-0.23416972060711513,-0.04132406834243208,-0.2823811336732859,-0.13430322211290427,-0.05854243015177878,-0.32026152965384863,-0.22383870352150712,0.04132406834243208,-0.01033101708560802,-0.14807791156038164,-0.25483175477833114,-0.06887344723738681,-0.01377468944747736,-0.3168178572919793,0.26860644422580854,0.09986649849421086,0.33403621910132597,0.13085954975103492,0.1549652562841203,0.4166843557861902,0.28582480603515525,0.2479444100545925,0.21695135879776842,0.2927121507588939,0.13085954975103492,0.4029096663387128,0.0,0.32026152965384863,0.1033101708560802,-0.26860644422580854,-0.3099305125682406,-0.5027761648329236,0.12397220502729625,0.12741587738916557,0.16873994573159767,0.22039503115963777,-0.27893746131141656,-0.09642282613234153,-0.28582480603515525,-0.02754937889495472,0.09297915377047218,-0.5131071819185317,-0.33403621910132597,0.1205285326654269,-0.40635333870058216,0.32026152965384863,-0.2927121507588939,0.05509875778990944,-0.24450073769272315,0.2582754271402005,-0.26516277186393916,-0.04132406834243208,-0.26860644422580854,0.04132406834243208,0.12741587738916557,-0.4924451477473156,-0.2582754271402005,-0.22728237588337644,0.17562729045533634,-0.25483175477833114,0.11708486030355757,-0.22383870352150712,-0.19284565226468306,-0.3992307782173157,0.01822657883167267,0.08567621558904648
0.0,0.13930624520186374,0.04643541506728791,0.10975643561358961,0.10553503424383616,0.13508484383211028,0.059099619176548254,0.06754242191605514,0.06754242191605514,0.0633210205463017,0.09287083013457582,0.0633210205463017,0.08864942876482237,0.20262726574816545,0.059099619176548254,0.10553503424383616,0.21107006848767232,0.15619185068087751,0.11397783698334306,0.13930624520186374,0.09709223150432927,0.1815202588993982,0.11819923835309651,0.09709223150432927,0.22795567396668612,0.3166051027315085,0.14774904794137064,0.5783319876562222,0.1815202588993982,0.20262726574816545,0.6247674027235101,0.3461549123197826,0.43902574245435844,0.26594828629446715,0.5150109671099204,0.21951287122717922,0.633210205463017,0.0,0.3334907082105223,0.12242063972284994,-0.18996306163890508,-0.22373427259693268,-0.3545977150592895,0.15197044931112408,0.16041325205063098,0.1646346534203844,0.20684866711791888,-0.14774904794137064,0.0,-0.19418446300865855,0.13086344246235684,0.1646346534203844,-0.3461549123197826,-0.12242063972284994,0.22795567396668612,-0.2912766945129878,0.3334907082105223,-0.16885605479013785,0.18574166026915165,-0.14774904794137064,0.2532840821852068,-0.0633210205463017,0.029549809588274127,-0.19840586437841198,0.19840586437841198,0.1815202588993982,-0.3545977150592895,-0.10131363287408272,-0.13508484383211028,0.2912766945129878,-0.1646346534203844,0.2532840821852068,-0.14352764657161718,-0.029549809588274127,0.47006502747535706,1.1895333528518677,0.3009588122367859
0.0,-0.006043289018351212,-0.003021644509175606,-0.009064933527526818,-0.009064933527526818,-0.012086578036702425,-0.006043289018351212,-0.006043289018351212,-0.006043289018351212,-0.006043289018351212,-0.10575755782114621,-0.11180084683949743,-0.033238089600931664,-0.1510822254587803,-0.06345453469268773,-0.05136795665598531,-0.16921209251383393,-0.11784413585784864,-0.009064933527526818,-0.006043289018351212,-0.08158440174774137,-0.13295235840372666,-0.05136795665598531,-0.006043289018351212,-0.16619044800465835,0.08158440174774137,0.015108222545878031,0.09367097978444379,0.03928137861928288,0.02417315607340485,0.10575755782114621,0.07856275723856576,0.07554111272939015,0.05136795665598531,0.08460604625691696,0.02417315607340485,0.10575755782114621,0.0,0.1450389364404291,0.04230302312845848,-0.08762769076609257,-0.10273591331197061,-0.16316880349548274,0.05136795665598531,0.05136795665598531,0.07251946822021454,0.09064933527526818,-0.06949782371103894,-0.009064933527526818,-0.08762769076609257,0.04532466763763409,0.05438960116516091,-0.16316880349548274,-0.06949782371103894,0.09064933527526818,-0.13295235840372666,0.1450389364404291,-0.07856275723856576,0.07251946822021454,-0.06949782371103894,0.10877920233032182,-0.04230302312845848,-0.015108222545878031,-0.08762769076609257,0.03928137861928288,0.05136795665598531,-0.16316880349548274,-0.07251946822021454,-0.07251946822021454,0.08460604625691696,-0.07856275723856576,0.06345453469268773,-0.07251946822021454,-0.0483463121468097,-0.1846497654914856,0.8811366558074951,-0.23685243725776672
0.0,0.20289245963463112,0.07273503269920738,-0.04210975577322532,-0.057422394236216354,-0.09187583077794617,0.08804767116219842,0.09570399039369393,0.09953215000944168,0.11484478847243271,-0.18375166155589234,-0.1339855865511715,-0.10336030962518944,-0.057422394236216354,0.015312638462991027,-0.17226718270864907,-0.1875798211716401,0.003828159615747757,-0.07273503269920738,0.20289245963463112,-0.1492982250141625,-0.022968957694486543,-0.07273503269920738,0.1492982250141625,-0.15312638462991027,0.298596450028325,0.0267971173102343,0.49383259043146066,0.23734589617636093,0.007656319231495514,0.4364101961952443,0.25265853463935195,0.4440665154267398,0.1684390230929013,0.47469179235272185,0.09953215000944168,0.45937915388973083,0.0,0.2871119711810818,0.09953215000944168,-0.26414301348659525,-0.30625276925982053,-0.440238355810992,0.11867294808818046,0.11484478847243271,0.12632926731967598,0.17226718270864907,-0.17226718270864907,-0.015312638462991027,-0.25648669425509973,0.0535942346204686,0.12250110770392822,-0.40961307888501,-0.18375166155589234,0.1684390230929013,-0.3675033231117847,0.2871119711810818,-0.20672061925037888,0.11484478847243271,-0.19906430001888337,0.2143769384818744,-0.13015742693542373,-0.141641905782667,-0.3024246096440728,-0.09953215000944168,0.06125055385196411,-0.47469179235272185,-0.39430044042201895,-0.31390908849131605,0.057422394236216354,-0.31390908849131605,-0.015312638462991027,-0.25265853463935195,-0.32922172695430707,-0.17537863552570343,0.29920831322669983,-0.37337449193000793
0.0,0.11383054359561785,0.04065376556986352,-0.03658838901287717,-0.044719142126849874,-0.07724215458274068,0.04878451868383622,0.05284989524082258,0.056915271797808926,0.06504602491178163,-0.24798796997616745,-0.2276610871912357,-0.09350366081068609,-0.25611872309014017,-0.056915271797808926,-0.17481119195041314,-0.36588389012877165,-0.16261506227945408,-0.06504602491178163,0.11383054359561785,-0.1951380747353449,-0.2113995809632903,-0.11789592015260421,0.0853729076967134,-0.34555700734383993,0.2723802293180856,0.028457635898904463,0.4227991619265806,0.18294194506438582,0.02439225934191811,0.39434152602767614,0.23172646374822206,0.36588389012877165,0.150418932608495,0.3984069025846625,0.07724215458274068,0.4065376556986352,0.0,0.439060668154526,0.15448430916548136,-0.23579184030520842,-0.27644560587507194,-0.4675183040534305,0.1788765685073995,0.18294194506438582,0.1951380747353449,0.24392259341918113,-0.13822280293753597,0.056915271797808926,-0.22359571063424935,0.26831485276109923,0.22359571063424935,-0.44312604471151235,-0.06504602491178163,0.37401464324274436,-0.3780800197997307,0.439060668154526,-0.18294194506438582,0.3292955011158945,-0.16668043883644043,0.3211647480019218,0.016261506227945408,-0.05284989524082258,-0.2520533465331538,0.11789592015260421,0.1707458153934268,-0.48784518683836225,-0.23172646374822206,-0.23579184030520842,0.2601840996471265,-0.25611872309014017,0.19920345129233125,-0.2113995809632903,-0.150418932608495,-0.026811733841896057,0.011965370737016201,-0.22066211700439453
0.0,0.043964842183758734,0.01598721533954863,0.011990411504661473,0.007993607669774316,0.011990411504661473,0.019984019174435787,0.023980823009322947,0.023980823009322947,0.027977626844210103,-0.20383699557924503,-0.21582740708390652,-0.05195844985353305,-0.25979224926766525,-0.09192648820240462,-0.08792968436751747,-0.303757091451424,-0.19984019174435788,0.007993607669774316,0.043964842183758734,-0.14788174189082484,-0.23181462242345513,-0.07194246902796883,0.03197443067909726,-0.2957634837816497,0.2877698761118753,0.075939272862856,0.4156675988282644,0.1598721533954863,0.11191050737684041,0.44764202950736165,0.279776268442101,0.33173471829563406,0.19984019174435788,0.3756995604793928,0.12390091888150188,0.44764202950736165,0.0,0.45563563717713595,0.1598721533954863,-0.21982421091879367,-0.2637890531025524,-0.43165481416781304,0.19184658407458358,0.19984019174435788,0.2078337994141322,0.2557954454327781,-0.14388493805593766,0.039968038348871575,-0.22382101475368082,0.24380503392811662,0.22781781858856798,-0.42366120649803873,-0.08393288053263032,0.3477219336351827,-0.3517187374700699,0.45563563717713595,-0.1798561725699221,0.30775389528631114,-0.151878545725712,0.33173471829563406,-0.003996803834887158,0.019984019174435787,-0.22781781858856798,0.22781781858856798,0.21582740708390652,-0.4356516180027002,-0.11191050737684041,-0.15587534956059915,0.34372512980029557,-0.19184658407458358,0.2957634837816497,-0.1598721533954863,-0.03197443067909726,0.057119220495224,0.11073219031095505,-0.04328278452157974
0.0,0.0,0.0037540700932499585,0.0,0.0037540700932499585,0.0037540700932499585,0.0037540700932499585,0.0037540700932499585,0.0037540700932499585,0.0037540700932499585,-0.21398199531524764,-0.22899827568824746,-0.05631105139874938,-0.3078337476464966,-0.11637617289074871,-0.08634361214474905,-0.33786630839249626,-0.24776862615449727,0.0037540700932499585,0.0,-0.1539168738232483,-0.27780118690049693,-0.08634361214474905,0.0,-0.33786630839249626,0.23650641587474738,0.060065121491999336,0.31534188783299655,0.12013024298399867,0.09385175233124897,0.34912851867224615,0.23275234578149742,0.24776862615449727,0.1614250140097482,0.28530932708699686,0.09385175233124897,0.3453744485789962,0.0,0.43171806072374524,0.1539168738232483,-0.18394943456924798,-0.22524420559499753,-0.364144799045246,0.18394943456924798,0.18770350466249794,0.1989657149422478,0.2440145560612473,-0.11637617289074871,0.045048841118999504,-0.1914575747557479,0.24026048596799734,0.21398199531524764,-0.36039072895199603,-0.05631105139874938,0.33786630839249626,-0.29657153736674674,0.43171806072374524,-0.14265466354349843,0.3003256074599967,-0.12388431307724863,0.31909595792624645,0.018770350466249794,0.04129477102574954,-0.1914575747557479,0.23650641587474738,0.20647385512874772,-0.36039072895199603,-0.05631105139874938,-0.11262210279749876,0.3341122382992463,-0.14265466354349843,0.2928174672734968,-0.12388431307724863,0.015016280372999834,0.22322849929332733,0.02247355505824089,-0.006808964069932699
0.0,0.23002688239823782,0.08782844600659989,-0.04600537647964756,-0.06273460429042849,-0.11710459467546652,0.1003753668646856,0.10873998077007606,0.10873998077007606,0.12546920858085697,-0.17565689201319978,-0.12128690162816175,-0.09201075295929512,-0.041823069526952326,0.02927614866886663,-0.1923861198239807,-0.18402150591859023,0.0250938417161714,-0.09619305991199036,0.23002688239823782,-0.14219843639163793,-0.004182306952695233,-0.07528152514851419,0.1672922781078093,-0.14638074334433315,0.30112610059405676,0.008364613905390466,0.556246824708466,0.2425738032563235,-0.02927614866886663,0.45587145784378036,0.23420918935093304,0.4935122204180375,0.14638074334433315,0.5353352899449898,0.08782844600659989,0.4935122204180375,0.0,0.35967839793179,0.12965151553355223,-0.22584457544554257,-0.2634853380197997,-0.430777616127609,0.1547453572497236,0.15892766420241886,0.16310997115511408,0.20911534763476164,-0.12128690162816175,0.04600537647964756,-0.20911534763476164,0.1923861198239807,0.19656842677667594,-0.3931368535533519,-0.08782844600659989,0.29694379364136153,-0.34713147707370434,0.35967839793179,-0.16310997115511408,0.25093841716171394,-0.1672922781078093,0.2676676449724949,-0.020911534763476163,-0.11710459467546652,-0.2551207241144092,-0.03345845562156186,0.11710459467546652,-0.4684183787018661,-0.35967839793179,-0.2927614866886663,0.12965151553355223,-0.28439687278327586,0.05855229733773326,-0.23420918935093304,-0.2885791797359711,-0.1707804948091507,0.38389909267425537,-0.43685248494148254
0.0,-0.007261214472517436,-0.003630607236258718,0.010891821708776154,0.010891821708776154,0.01815303618129359,-0.003630607236258718,-0.003630607236258718,0.0,-0.003630607236258718,-0.21057521970300563,-0.22872825588429924,-0.04719789407136333,-0.3049710078457323,-0.11981003879653769,-0.07624275196143307,-0.33401586573580205,-0.2432506848293341,0.014522428945034872,-0.007261214472517436,-0.14885489668660742,-0.27592614995566256,-0.08350396643395051,-0.003630607236258718,-0.33401586573580205,0.23598947035681667,0.06898153748891564,0.31586282955450845,0.11617943156027898,0.10891821708776153,0.3594301163896131,0.23962007759307538,0.2468812920655928,0.17063854010415974,0.28318736442818,0.1016570026152441,0.35216890191709566,0.0,0.3812137598071654,0.13433246774157256,-0.2033140052304882,-0.2432506848293341,-0.39573618875220024,0.1597467183953836,0.1633773256316423,0.17063854010415974,0.20694461246674692,-0.15611611115912488,0.003630607236258718,-0.21057521970300563,0.17063854010415974,0.17426914734041846,-0.39573618875220024,-0.12707125326905513,0.27592614995566256,-0.3231240440270259,0.3812137598071654,-0.17789975457667717,0.23235886312055795,-0.15248550392286614,0.27592614995566256,-0.05808971578013949,0.01815303618129359,-0.20694461246674692,0.19242218352171206,0.17789975457667717,-0.3884749742796828,-0.10528760985150282,-0.13796307497783128,0.2904485789006974,-0.16700793286790103,0.2505118993018515,-0.1452242894503487,-0.03630607236258718,-0.02692815661430359,-0.024355659261345863,-0.05685983598232269
0.0,0.12892836929865006,0.04445805837884485,0.11114514594711213,0.10669934010922764,0.14226578681230354,0.0577954758924983,0.06668708756826727,0.07113289340615177,0.06224128173038279,0.08002450508192073,0.048903864216729334,0.08447031091980521,0.20006126270480182,0.06224128173038279,0.11114514594711213,0.2089528743805708,0.14671159265018802,0.1200367576228811,0.12892836929865006,0.08447031091980521,0.17338642767749493,0.1155909517849966,0.09336192259557419,0.22229029189422425,0.32454382616556743,0.1511573984880725,0.6135212056280589,0.19116965102903286,0.2089528743805708,0.6624250698447883,0.3601102728686433,0.4623638071399864,0.2711941561109536,0.5423883122219072,0.22229029189422425,0.6713166815205572,0.0,0.40901413708537265,0.14226578681230354,-0.2089528743805708,-0.24896512692153117,-0.3823393020580657,0.17338642767749493,0.1822780393532639,0.19561545686691734,0.24896512692153117,-0.1511573984880725,0.008891611675768971,-0.2133986802184553,0.16894062183961042,0.18672384519114837,-0.37344769038229675,-0.1155909517849966,0.28008576778672256,-0.3200980203276829,0.40901413708537265,-0.1822780393532639,0.23562770940787772,-0.15560320432595698,0.30676060281402945,-0.048903864216729334,0.031120640865191396,-0.22229029189422425,0.22673609773210873,0.20450706854268633,-0.3912309137338347,-0.11114514594711213,-0.15560320432595698,0.34232704951710535,-0.18672384519114837,0.2978689911382605,-0.15560320432595698,-0.031120640865191396,0.236453115940094,1.2500534057617188,0.16705091297626495
